CSVC 1000,Work Internship,"A one credit pass/fail course, opened to students in good academic standing, whose internship employers require that they receive course credit. The student must first seek to obtain academic credit through their major department. Will not count toward degree requirements in any UCB school or college. No appeals for credit toward degrees or for letter grades in the course will be entertained."
CSVC 5000,Work Internship,"A one, two or three credit pass/fail course, open to students in good academic standing, whose internship employers require that they receive course credit. The student must first seek to obtain academic credit through their major department. Will not count toward degree requirements in any UCB school or college. No appeals for credit toward degrees or for letter grades in the course will be entertained."
