COMR 1000,Communication and Community,"Introduction to how communication builds community by creating and sharing meaning. Examination of communication practices at the interpersonal level (friends and family), the group level (teams, classrooms and organizations) and the societal level (citizenship, social change, mass media). "
COMR 1800,Visual Literacy: Images and Ideologies,"Explores the relationship between visual images and cultural values, including how we process visual information, the evolution of conventions in various media, common visual portrayals, and ethical issues."
