YIDD 1010,Beginning Yiddish 1,"Introduces students to speaking, listening, reading, and writing skills in the historic language of Ashkenazic Jewry. Uses grammar as point of departure for development of oral skills."
YIDD 1020,Beginning Yiddish 2,Continuation of YIDD 1010. Department enforced prerequisite: YIDD 1010 (minimum grade C-).
YIDD 2010,Intermediate Yiddish 1,"Review and continuation of skills begun in the first year: reading, writing, speaking and oral comprehension. Provides an intensive introduction to cultural and literary texts of central and eastern European Jewish culture. Department enforced prerequisite: YIDD 1020 (minimum grade C-)."
